baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACSS1,1938.11717301032,0.345432412126458,0.123177246951788,2.80435243256947,0.005041776091055,0.0111780502947259
ACSS2,1248.99231057172,2.88941937584958,0.148620124406128,19.4416428286238,3.43004311883439e-84,1.63576237096503e-82
ACSS3,50.3422872553834,-3.53530190272241,0.307642879241615,-11.4915772191362,1.45432131679387e-30,1.78623881193991e-29
ACTA2-AS1,93.1622891861382,-4.07425265117042,0.342593692450787,-11.8923749647133,1.29666186400516e-32,1.70021324956389e-31
ACTBP14,2.12432405946593,-1.44421579664518,0.634551722894249,-2.27596229675018,0.022848266328515,0.0441939083590731
ACTBP7,428.562344282924,2.94328252654211,0.314187612347965,9.36791398154299,7.39801478278782e-21,6.33815202045288e-20
ACTC1,15.0425089106074,-4.38610838048872,0.543102170008566,-8.07602808955734,6.69104745710457e-16,4.55660601737956e-15
ACTG1P10,5.53674645653424,2.0914989660668,0.648660888081985,3.22433339899854,0.0012626630248251,0.00310280599491956
ACTG1P12,26.6465850291771,-3.81660979955861,0.409448428315578,-9.32134436383034,1.14875400321287e-20,9.76252961602801e-20
ACTG1P14,100.674910608123,0.808036009413781,0.201326801312009,4.01355410282169,5.9811285342139e-05,0.000176003855524837
ACTG1P17,53.2178340204801,0.884380662367611,0.207158060930049,4.26911054485222,1.96253992768649e-05,6.12187713584687e-05
ACTG1P18,0.892838237538616,-2.28842123395862,1.00982671808592,-2.26615239325041,0.0234420542980739,0.0452206776735512
ACTG1P20,41.5920141151274,1.13909199527354,0.281651464593289,4.04433187279325,5.24725471688739e-05,0.00015538353645061
ACTG1P24,6.93225034031899,1.23981678903117,0.3807723149079,3.25605812316228,0.00112970622665889,0.00279705221360348
ACTG1P3,103.61186002365,0.599897852432135,0.20902215934584,2.87002035721756,0.00410445373337641,0.00924563185360738
ACTG1P9,3.96216137424435,-1.23162942486879,0.460631843280611,-2.6737826375553,0.00750010461154656,0.0160936467813319
ACTL6A,264.777324179909,1.37849624079094,0.112978360166264,12.2014183845675,3.05456279837487e-34,4.22162334524475e-33
ACTL6B,64.0403853214169,-1.44328186886952,0.228217997779598,-6.3241369344734,2.54651831837463e-10,1.24123927387904e-09
ACTN1,280.215086829537,-0.554162870123188,0.174268902034135,-3.17992977321129,0.00147310747657601,0.00357827344166276
ACTN2,4750.52297000037,1.23542099908469,0.359845826018833,3.43319530131225,0.000596512251647777,0.00154606890800918
ACTN4,4049.47679702396,1.5605704437867,0.138904444655932,11.2348488750828,2.7496395095192e-29,3.2258105767688e-28
ACTR1A,1029.72832922127,0.287471283040754,0.122560198038133,2.34555171778779,0.0189989425849515,0.0374171895379318
ACTR1B,857.79859986185,0.526731528131347,0.106384640585446,4.95119901926335,7.37576255839792e-07,2.68820430722957e-06
ACTR3C,103.583337988257,-3.85283651556391,0.235333077743631,-16.3718443344422,3.03864310982067e-60,8.47906991404837e-59
ACTR5,279.396083710144,0.47230970145899,0.134542905650688,3.51047644745568,0.000447304431944027,0.00117935240044964
ACTR8,451.357225102682,-0.513617730772637,0.103720856564491,-4.9519233429516,7.34835527367108e-07,2.67850445277157e-06
ACVR1,318.113316137402,-1.27267450150667,0.143746548890409,-8.85360039131749,8.47403931258675e-19,6.63537716489283e-18
ACVR1B,545.656778097681,-1.13790069261129,0.125584360963077,-9.06084709819749,1.29441347343201e-19,1.05134896600814e-18
ACVR1C,264.30909402741,4.08508199096113,0.209918261417371,19.4603459621788,2.38171722761615e-84,1.14716548463954e-82
ACVR2A,692.797528346674,-1.95937737446424,0.170943582658271,-11.4621288731335,2.04427257067456e-30,2.49720763662285e-29
ACVR2B-AS1,18.2458634260562,-1.73017404041578,0.32471028064846,-5.32836236955774,9.91022509484682e-08,3.92963993073879e-07
ACVRL1,9.78650419761977,-4.05149859970879,0.628473448465519,-6.44657082904765,1.14409161610599e-10,5.7076107160465e-10
ACY3,3.33695877668537,-1.95179805443202,0.695225306882458,-2.80743240372579,0.0049938159273287,0.0110768099441812
ACYP1,357.259695585586,1.35142743693357,0.0963346821596267,14.0284620931666,1.04390840039189e-44,1.94947584241326e-43
ACYP2,418.774950354734,1.41398349078762,0.0995188242863382,14.2082013219858,8.14918118212316e-46,1.57768895317205e-44
AD000671.2,1.93209367894962,1.99925373886031,0.865184272880118,2.31078372726885,0.0208448037830902,0.040691718023373
AD000671.3,2.14649995462503,2.03013549323238,0.682786403410724,2.9733097833982,0.00294606947502694,0.00681028959022385
AD001527.2,1.86139908469105,1.91979813590006,0.746460078919585,2.57186980270766,0.0101150923450591,0.0211379574140358
ADA,299.351297432828,5.35080965938657,0.269920996975123,19.8236140179925,1.86241273892171e-87,9.79478251042874e-86
ADA2,223.289201161298,-2.33704933546458,0.215615484757941,-10.8389679808398,2.24994782338642e-27,2.50221470055398e-26
ADAM10,3092.51694278762,1.16482526679366,0.141636841294502,8.22402742215686,1.96781072712191e-16,1.37587826445525e-15
ADAM12,726.651480869856,-1.14507117477825,0.216377592028615,-5.29200442634938,1.20982963474061e-07,4.75261056281348e-07
ADAM15,791.944891208411,1.83590489006123,0.241092164465788,7.61495046564134,2.63792614081712e-14,1.64664333922258e-13
ADAM1B,10.7928070345159,1.46256820477482,0.357507736948269,4.09101133659229,4.29496133712005e-05,0.000128536673095658
ADAM20P1,103.626484861244,-0.541967998359844,0.151495692016166,-3.57744825048894,0.000346964882940497,0.000928797455609526
ADAM21,3.76565154145458,-1.71434233725712,0.608204665670063,-2.81869317028079,0.00482195870507668,0.0107287389600138
ADAM22,3974.48605362509,-1.0118100078551,0.164501585369253,-6.15076143846222,7.71118333602958e-10,3.63327371138296e-09
ADAM23,1489.50773406107,-1.92202205005835,0.139264899674926,-13.8011950932702,2.50662331582569e-43,4.49939551491433e-42
ADAM28,9.83816216632976,0.955446691391538,0.413667146290976,2.30969923514175,0.02090481119461,0.0407829228159018
ADAM32,249.445221563885,-0.893640596065619,0.12584115185299,-7.10133833731582,1.2355448263883e-12,7.02660190637941e-12
ADAM33,139.395399243811,-5.29345017849383,0.527858335697236,-10.0281644155564,1.14627711207009e-23,1.09857792824112e-22
ADAM3B,14.7481331743606,-5.66672348768487,0.626934868901651,-9.03877542752184,1.58436678537768e-19,1.28284316886072e-18
ADAM8,90.3315312370144,1.03861527342417,0.166647451672303,6.2324101749033,4.59312918710365e-10,2.20224955798591e-09
ADAMTS1,1283.3124577137,2.94099245199328,0.197776576749575,14.8702768564811,5.14003413851977e-50,1.11534776769268e-48
ADAMTS10,411.69755815292,-5.04259564426724,0.268757907553323,-18.7625945229789,1.52757776080497e-78,6.42305548142205e-77
ADAMTS12,10.8201953553577,1.63949180030056,0.541837330252988,3.02580075007949,0.00247975653983017,0.00581191863187741
ADAMTS13,299.090114633661,0.960084439977575,0.187771781170073,5.11303899869802,3.17016817101959e-07,1.19876311038532e-06
ADAMTS14,772.978358450101,4.50950680231153,0.307350643128373,14.672189250725,9.71589469898725e-49,2.02748744509645e-47
ADAMTS15,11.5220799121607,-0.981586674860349,0.429119179613155,-2.28744535666114,0.0221698414491965,0.0430073270146895
ADAMTS16,4.15925567075485,1.5352998386447,0.458704337135137,3.34703580139116,0.000816806606372833,0.0020698482631021
ADAMTS17,1279.80492355474,-4.35034272433415,0.208302310892944,-20.8847549779224,7.36816198898589e-97,4.68509644813784e-95
ADAMTS18,796.34843440067,5.46350015812503,0.869369407575209,6.28444032021265,3.29036901517534e-10,1.59140552110557e-09
ADAMTS19,258.050086800733,1.84839922297419,0.377253946169471,4.89961534330471,9.60244647672225e-07,3.45831469696053e-06
ADAMTS19-AS1,9.97853128100083,1.51450929867263,0.582527450147525,2.59989344414427,0.00932527113826907,0.0196425896440735
ADAMTS2,43.1779439219278,2.85759235381966,0.338469319658884,8.44269240325711,3.10110384440363e-17,2.25804766449092e-16
ADAMTS20,32.4147602212851,-5.4322823975438,0.62953507464055,-8.62903850217641,6.18698641762785e-18,4.66914191785397e-17
ADAMTS3,30.1118947896192,-1.19335983912365,0.227736882626855,-5.24008155973118,1.60505642563279e-07,6.23985321301847e-07
ADAMTS4,2394.71077307462,5.35578675630408,0.450479285430972,11.8890855351544,1.34875202808234e-32,1.76714254855149e-31
ADAMTS5,167.977310129397,-4.39078434017185,0.311958636502464,-14.0748927146217,5.41870630898995e-45,1.02267859036745e-43
ADAMTS6,422.214615735055,-6.10694090363859,0.298595431505959,-20.4522248476421,5.73968007150701e-93,3.36448885302713e-91
ADAMTS7,518.827883688606,-2.97143730390396,0.263573008148408,-11.2736783055982,1.77016969645814e-29,2.09052149811866e-28
ADAMTS7P4,28.4997409134858,-5.20997841283139,0.630758706905173,-8.25985968294315,1.45843810935154e-16,1.02760234399302e-15
ADAMTS8,334.139575997268,3.0716177614529,0.224240763287367,13.6978563416527,1.0456603879444e-42,1.85137269735472e-41
ADAMTS9,535.765390280496,-5.4863783809564,0.336141985001289,-16.3216099914902,6.92839816468261e-60,1.92535337969007e-58
ADAMTS9-AS1,4.2475091960889,-2.31227583332808,0.568339275466491,-4.06847799042248,4.73212299896609e-05,0.00014084573425343
ADAMTS9-AS2,145.883262827482,-5.25024196636011,0.307660917786829,-17.0650273168524,2.70262885862726e-65,8.45704919209367e-64
ADAMTSL2,147.467480940384,0.838890827565003,0.313438824166284,2.67641007713823,0.00744155319603056,0.0159791784603648
ADAMTSL3,388.654539998499,4.21907308043221,0.201853354925057,20.9016742971581,5.16995086456697e-97,3.29977733442796e-95
ADAMTSL4,13.9832861278992,-0.865912152062893,0.331372150846393,-2.61311081770503,0.0089722204768048,0.018969195502745
ADAMTSL4-AS1,43.7526142276011,-0.739759910566335,0.289286970661794,-2.55718364665372,0.01055234914571,0.0219728348168827
ADAP1,358.537060416086,3.77752934963304,0.153294006782552,24.6423811923154,4.44165862257007e-134,6.81673462420253e-132
ADAP2,61.9299850210236,1.31409336554145,0.241270337534125,5.44655998317898,5.1353290523125e-08,2.08701552867452e-07
ADARB1,311.499162400432,-1.67752075463537,0.163385001820816,-10.267287302632,9.89478470379309e-25,9.89888920707762e-24
ADARB2,2942.7420244178,0.47744147519877,0.193843202177282,2.46302924134589,0.0137768679475996,0.0279527774402231
ADARB2-AS1,7.15349465017937,1.84558552257029,0.67891470127987,2.71843505390448,0.00655915311574017,0.0142502571134323
ADAT1,540.393474433032,0.621760244500978,0.0958220446251118,6.48869732360141,8.65817067704944e-11,4.35799753637295e-10
ADAT2,191.168534811359,-1.17879847174836,0.143639566087654,-8.20664183174307,2.27460812755929e-16,1.58662431804226e-15
ADAT3,66.3046850296581,0.589095704276352,0.233782106210547,2.51984941801237,0.0117405048171464,0.0242006352042816
ADCK1,654.008449789251,1.42586657909462,0.180433281212057,7.90245884526617,2.73454636609436e-15,1.8015458244841e-14
ADCK5,127.808856482988,-0.440163230887347,0.156042581039533,-2.82078922275602,0.00479056677697187,0.0106652180309692
ADCY1,1048.10473740835,-2.35069740047757,0.185327426110044,-12.6840233516315,7.25120603977806e-37,1.08668318121201e-35
ADCY10P1,1234.3721227155,1.19183706790599,0.109777111936555,10.8568812467467,1.84958428257703e-27,2.06171554034107e-26
ADCY2,1009.53010766865,-3.25553276362381,0.149699163964487,-21.747167301456,7.34789375975257e-105,5.47669503099969e-103
ADCY3,999.705606204782,0.646475043350857,0.170398612740873,3.79389851215489,0.000148300308501585,0.000416192470804381
ADCY5,2101.58606539766,1.94366707580742,0.0957222161408148,20.305287050063,1.15467493362758e-91,6.58554805050702e-90
ADCY6,920.802932656526,-1.35086691749309,0.111298547355631,-12.1373274817027,6.69780807333692e-34,9.15565958656468e-33
ADCY7,75.231115710933,-1.48129205928209,0.270436118702989,-5.47741946004241,4.31573332683045e-08,1.76220123409243e-07
ADCY8,811.193289519723,-5.64332154818784,0.199956167123568,-28.2227931719675,3.07157743465333e-175,1.12726891851777e-172
ADCY9,1067.62630485015,-1.62805169112577,0.16138955394611,-10.087714175537,6.26104802168389e-24,6.06420038451333e-23
ADCYAP1R1,552.439559196682,-3.6038756189549,0.187379283795299,-19.2330525870294,1.95759122492353e-82,8.9561124821569e-81
ADD1,8765.68435078327,1.36747464542273,0.131844483097395,10.3718761172021,3.32923288496574e-25,3.40837535257682e-24
ADD2,979.237287636083,-1.63483615812757,0.133243845583916,-12.2695059645209,1.32056628834996e-34,1.84398677253301e-33
ADD3-AS1,226.042022776007,-2.5673942020265,0.218137360391291,-11.7696216614208,5.59749806007339e-32,7.21626286751883e-31
ADGRA1,844.311957336111,-3.74382740749972,0.132895795185566,-28.1711502028497,1.31996923137547e-174,4.74121714129375e-172
ADGRA1-AS1,165.501103339515,-5.35126106534255,0.198144224714582,-27.0068990052615,1.2263813736873e-160,3.33931779848211e-158
ADGRA2,138.400837242364,-3.72879603475462,0.193866882874056,-19.2337957854153,1.9297337999563e-82,8.84786284488072e-81
ADGRA3,728.795828989623,-3.6122397943161,0.260942735402146,-13.8430364376658,1.4015859361803e-43,2.53064960156104e-42
ADGRB1,5859.3258510304,-5.44609876617728,0.187599084274768,-29.0305189240722,2.71123875322411e-185,1.38700401914938e-182
ADGRB2,2074.5678506698,-0.981798970299048,0.135986083036826,-7.2198488872804,5.20453758469727e-13,3.02350321764829e-12
ADGRB3,4621.86388262011,-1.17545853735232,0.111222376242252,-10.5685436426216,4.16918567802978e-26,4.43784316623573e-25
ADGRD1,13.7338795659123,-2.42649259316171,0.359857178721874,-6.74293229825238,1.55221549046124e-11,8.19274719711325e-11
ADGRE2,287.068907402882,4.43850070165939,0.228284314577094,19.4428632115259,3.34940727452479e-84,1.59956700448451e-82
ADGRE5,407.171655640703,2.82400627635393,0.185448820285773,15.2279549257967,2.30695424782119e-52,5.36446303191699e-51
ADGRG1,4032.16745430458,-4.92715770992139,0.346636168052244,-14.2142054523831,7.47955371742405e-46,1.44971097425434e-44
ADGRG2,30.0490181066099,-4.34957754711528,0.360786886319524,-12.0558083235408,1.80750456907208e-33,2.43432725449341e-32
ADGRG3,4.40184540566346,-2.05666120138955,0.589227465715264,-3.49043675160825,0.000482231744226691,0.00126452878316791
ADGRL1,3205.03190694435,-1.15620052127079,0.0756531436080101,-15.2829144451886,9.93942899621635e-53,2.34353966919168e-51
ADGRL3,5864.31432380631,-2.28475488031172,0.212230101326294,-10.7654610068673,5.01101268526132e-27,5.47546382864606e-26
ADGRV1,253.486273347266,0.556341172875515,0.242344407082594,2.29566334776567,0.0216951376625079,0.0421785356156456
ADH5,473.005448389719,-0.949688389895465,0.143433423038699,-6.62110943025625,3.56512914860294e-11,1.83859814530975e-10
ADH5P3,33.6955480383463,-3.08064163902255,0.339541255950268,-9.07295235861934,1.15834939220867e-19,9.42649045035757e-19
ADI1,608.524770972053,0.608539089753034,0.119329001836,5.09967468419272,3.40237740958417e-07,1.28254851911577e-06
ADIPOR1,840.50771663315,0.682923574813284,0.134350651651293,5.08314300243078,3.71239986160048e-07,1.39396651386876e-06
ADIPOR2,2266.64036991447,2.98296325363077,0.181281756942171,16.4548452306888,7.74195139689507e-61,2.196632327435e-59
ADK,290.949436789334,-0.491565741007545,0.114145100038616,-4.30649884087225,1.65858798194604e-05,5.22295883439901e-05
ADM,95.8187115433214,-5.17231883493716,0.821892973347336,-6.29317806900305,3.11031187546913e-10,1.5077755945921e-09
ADM5,8.72732008660633,0.986348438481105,0.357728430236321,2.75725481989091,0.00582889077891589,0.0127829740360689
ADNP,2245.47614131658,-0.187517390320039,0.0702636008243239,-2.66877000495432,0.00761295613512894,0.0163109239765527
ADNP2,690.294105424863,0.77628354303481,0.0841537334261059,9.22458827945468,2.8465234610689e-20,2.38308996130747e-19
ADO,456.58338100855,0.528124967219744,0.215408211753229,2.45174017704006,0.0142167274549466,0.0287605503768014
ADORA2B,4.57843563739931,-1.48877560923488,0.455376476505801,-3.26932919473261,0.00107802801033352,0.00267872665152348
ADORA2BP1,0.760240046174635,3.02397932177557,1.30324207335237,2.32035120996125,0.0203218859520509,0.0397582661539602
ADPRH,29.1704206629828,-0.629902794639018,0.265674932461924,-2.37095306208197,0.0177422841026424,0.0351514188734667
ADPRM,172.1010339141,0.570175053067887,0.138931877644951,4.10399011899203,4.06084814518378e-05,0.000121908488284863
ADRA1A,666.276665349412,-5.84644289087091,0.217426186401675,-26.8893227059142,2.92792227938633e-159,7.84590220961906e-157
ADRA2B,16.6614371549398,4.57567957151795,0.540534259413974,8.4651055725473,2.55920768219241e-17,1.87194731762445e-16
ADRB1,47.0093684012269,-1.30553111360679,0.257770681015602,-5.06469978844401,4.09044451064229e-07,1.5279319444333e-06
ADRM1,369.006991268466,1.0316550948223,0.105142683282364,9.81195326784415,1.0001357398705e-22,9.19123111621867e-22
ADSL,232.265709079012,-0.35080197067286,0.13106763264285,-2.67649581822211,0.00743964941759603,0.0159761065277436
ADSS,1593.12088107042,2.01371894830963,0.113884091390282,17.6821795188987,5.75286719766028e-70,2.00453878288753e-68
ADSSL1,206.086451752126,0.896196424532658,0.258680705631912,3.46448886608456,0.000531240129946016,0.00138454587012715
AEBP1,534.259314020152,-4.79768923741229,0.383071228077871,-12.5242745624242,5.49918526116632e-36,8.02049637831618e-35
AEN,113.735322065959,-0.842948535671584,0.233258032273788,-3.61380282365654,0.000301738564213324,0.000814706188092657
AES,976.138299044484,-0.25242758855482,0.108309139653965,-2.33062130639479,0.0197733369888958,0.0387704384490754
AF001548.1,23.9979906374935,4.87157353116825,0.481119592832271,10.1254939598076,4.25823170563339e-24,4.14456429256287e-23
AF001548.2,145.293870749566,4.03737428669939,0.243769089357423,16.5622897363318,1.30530584913575e-61,3.7765507018183e-60
AF064860.1,9.56896394963648,-3.52319082098432,0.484299015985685,-7.27482547907646,3.46868587847512e-13,2.0339824592017e-12
AF064860.2,13.8315579021468,-3.78462807933109,0.430641440165125,-8.78835087928351,1.51771318195141e-18,1.1772126780475e-17
AF106564.1,52.8815457425447,-0.569973455660472,0.210090311817913,-2.71299257318668,0.0066678600959138,0.014462236029963
AF111167.2,25.7467393501479,-2.55408540433417,0.304299725774135,-8.39332141307918,4.72597305147866e-17,3.40374902112042e-16
AF111169.3,36.3125071932515,-1.31619033516672,0.231026618462133,-5.69713716942299,1.21835902326266e-08,5.22039010931985e-08
AF117829.1,1196.92964784383,-1.00792361269377,0.121193908995461,-8.31661938333484,9.05078212354265e-17,6.44978065891292e-16
AF121897.1,31.2814021418757,0.883275433223288,0.357434564370933,2.47115282423178,0.0134678250391405,0.0273829201213911
AF121898.1,19.8754794860099,-6.16911558195755,0.770496275267381,-8.00667800738779,1.17848519491525e-15,7.92321268839474e-15
AF127577.4,61.9086232429042,-1.45495245910238,0.262526409033055,-5.54211846519099,2.98834014414699e-08,1.23801615493226e-07
AF127936.1,18.0780853224299,-1.37113232675047,0.370908393699865,-3.69668724148629,0.000218431169636397,0.000599456231130886
AF131215.2,133.022481550424,-2.68521228921345,0.229041374738353,-11.7236996690267,9.63694780841536e-32,1.23110823232439e-30
AF131215.3,26.0166910473761,-2.30182219671167,0.349556293960533,-6.58498283819075,4.54937937030029e-11,2.3301766544117e-10
AF131215.4,195.67458311205,-2.12065786005099,0.27314580310765,-7.76383102329861,8.24016677503273e-15,5.29642092122987e-14
AF131215.5,227.444291933942,-2.27723631739659,0.198180304339529,-11.4907297422208,1.46866012213294e-30,1.80319419504351e-29
AF131215.6,206.961118535568,-2.94076726009268,0.199975949002389,-14.7056047227837,5.93384546952925e-49,1.24984627843534e-47
AF131215.7,5.23707914109589,-2.40801861691027,0.626102446625826,-3.84604569090489,0.000120039387817871,0.000340503225261077
AF131216.3,7.94077696564987,-2.45373361996201,0.466795000580048,-5.25655505503048,1.46778850465249e-07,5.72995850053032e-07
AF165147.1,272.045275779284,2.41973336241414,0.2293740306634,10.5492908478599,5.11819296006111e-26,5.42576662805348e-25
AF186192.1,18.2309610857482,0.942502730393611,0.297420940605886,3.16891853167302,0.00153007276694349,0.00370739947464516
AF186192.2,79.0737157300304,1.16537611571794,0.172132319827784,6.77023418312076,1.28574108019042e-11,6.81931539923805e-11
AF201337.1,1.97810438213769,1.67328107621851,0.720416303359888,2.32265853564756,0.0201975034383787,0.0395511068086603
AF228730.2,1.81634129362259,-3.00773322436607,0.882525411022174,-3.40809815423037,0.000654173589711544,0.00168349977766925
AF228730.5,2.75093907582706,-2.48060090259421,0.692484005729876,-3.58217790168261,0.000340741612485193,0.000913369308030331
AF233439.1,5.72707287656462,-5.12517018569646,0.867609670462132,-5.90723035966916,3.47907111174421e-09,1.55730289032125e-08
AF279873.3,3.9536517442551,-1.82548426038847,0.621063979509124,-2.93928535644797,0.00328970042170415,0.00754309991944955
AFAP1,1981.27809160896,-4.19304270859628,0.174478507473521,-24.0318579595406,1.29215648911232e-127,1.74513486793554e-125
AFAP1-AS1,6.29500932658101,-1.42540846267664,0.540231969175236,-2.63851186898989,0.00832707853968558,0.0176938627950877
AFAP1L1,80.4943121229415,-3.32974241943269,0.23136841857201,-14.3915165258233,5.84989596676838e-47,1.16804191260773e-45
AFAP1L2,2693.74453750417,-5.89848291033804,0.216565299122524,-27.2365098851821,2.40113510216179e-163,6.81276685625133e-161
AFDN-DT,67.5755583812609,-0.519318333409117,0.203239351362165,-2.55520562296871,0.0106125085351328,0.0220831220374844
AFF1,1801.68966368889,-0.191676909749596,0.0762425730082529,-2.51404041320652,0.0119356755716809,0.0245609550220766
AFF2,161.512151457701,-1.9058797817657,0.188811325669196,-10.094096712741,5.86687050012588e-24,5.68894358317778e-23
AFF2-IT1,6.27126733144248,-3.04916308925402,0.572139963138009,-5.3294006461816,9.85374073371746e-08,3.90861962092618e-07
AFF3,531.028082145012,-2.08466054430566,0.150400262924937,-13.8607506646853,1.0952284639444e-43,1.98174136423467e-42
AFF4,4075.96456273919,0.340521096291712,0.137633467046888,2.47411551563766,0.0133566502053417,0.0271818418138242
AFG1L,240.209552543086,-0.340820939716518,0.0980301130954201,-3.47669638394451,0.000507632312559399,0.00132608877379153
AFG3L1P,1172.98819502441,1.02485751039961,0.218693839985376,4.68626601676636,2.78234577724426e-06,9.56456147657048e-06
AFMID,1145.31268029402,4.03550547440835,0.163737796588574,24.6461449859889,4.04758223046673e-134,6.2402998369625e-132
AGA,323.467049740472,1.81039415196602,0.23084803667024,7.84236321902149,4.42145233449205e-15,2.88308066090748e-14
AGAP1-IT1,299.058355466459,-0.729364893483434,0.231897991935482,-3.14519710755561,0.0016597496349475,0.00400112713653915
AGAP13P,18.9374534822104,-0.984741277954136,0.367754154116539,-2.67771625943912,0.00741259829827493,0.0159200412787326
AGAP2,1014.04398401723,-3.08687129562216,0.141845072700343,-21.7622737036723,5.28613131678028e-105,3.97507656525099e-103
AGAP3,1887.42305763656,0.793424635060346,0.117058782645537,6.77800176226759,1.21849364267339e-11,6.47281613455388e-11
AGBL1,74.8288710431129,-3.40392445949408,0.358614321581661,-9.4918809836739,2.26902344579269e-21,1.98629265293607e-20
AGBL2,12.1735110323595,-1.12525795781097,0.28033486253079,-4.01397795355325,5.97039254659529e-05,0.000175718561666007
AGBL3,245.075878482523,0.554326857715791,0.143976676788357,3.85011565818151,0.00011806206073076,0.00033533117161913
AGBL4,124.244773377609,-2.19151449443986,0.151763041183556,-14.4403701807032,2.88289600428988e-47,5.81470135536699e-46
AGBL4-IT1,13.6932586749613,-3.23981986635771,0.413576720601384,-7.83366109593081,4.73865010508091e-15,3.08455334775307e-14
AGFG1,2322.48821222669,-0.50435938208387,0.167523832219636,-3.0106724243427,0.0026066990203454,0.00608746615873165
AGFG2,277.165263133254,-1.81460071754822,0.162121615831683,-11.1928363669418,4.42062289993301e-29,5.15393341137217e-28
AGGF1,309.595484363385,0.410945152336503,0.133309844306044,3.08263170267517,0.00205178915896371,0.00487074521291223
AGGF1P1,10.5776907357168,4.0344135417923,0.641292679425154,6.29106439419938,3.1529649777819e-10,1.52779433854518e-09
AGGF1P2,23.388620707857,3.1838960052923,0.398672482274704,7.98624471678096,1.39111403027951e-15,9.31751123157259e-15
AGGF1P3,9.6071951552762,-1.13567675666861,0.4617263333137,-2.45963176611161,0.0139079633095761,0.0281933521364389
AGL,931.011195531341,-0.788345488682428,0.115218371215792,-6.84218567198749,7.79939064466196e-12,4.19195520099278e-11
AGO2,4719.93717984226,0.7738237864421,0.159172602142707,4.86153883284714,1.16476724616198e-06,4.15545237736825e-06
AGO4,1250.57969657347,-0.481262487597021,0.0895723650023051,-5.3728902612389,7.74844892334019e-08,3.10195197353164e-07
AGPAT4,5323.91219557784,2.13687120993479,0.109008568729028,19.6027820092437,1.46397183841472e-85,7.24773389328952e-84
AGPAT4-IT1,716.009674510306,2.1012106220502,0.185152706369499,11.3485277274691,7.54219492080665e-30,9.02710632067053e-29
AGPAT5,698.358520390235,-1.11875551450989,0.158024311624376,-7.07964175265117,1.44527595421311e-12,8.19175714588743e-12
AGTPBP1,3760.15830937782,2.20842339863316,0.157978367463508,13.9792772522687,2.08595575297333e-44,3.85074959231228e-43
AGTR1,1.07083350631095,3.49426400388195,1.30583740384557,2.67587985578576,0.0074533358370029,0.0160014262860409
AGTRAP,89.4197066983801,0.88427030073115,0.210350834742368,4.20378793273714,2.62484876836348e-05,8.0553893669355e-05
AHCY,321.308698096838,0.957496639129682,0.111495025522241,8.58779694111714,8.8652771860238e-18,6.62002216993108e-17
AHCYL1,1605.74677216904,-0.439717968146047,0.183755183150336,-2.39295545631657,0.0167132700159346,0.0333435859618304
AHCYL2,632.222670786944,-0.91950048623435,0.098565678089885,-9.32881002853579,1.07066164289981e-20,9.11723069631003e-20
AHCYP3,1.55252467059824,-2.47878976754596,0.849118647358378,-2.91925018400846,0.00350874499163858,0.00800305788675842
AHCYP7,17.6995913926826,1.59279572360149,0.440995961481906,3.61181476186113,0.000304061733712121,0.000820519531414327
AHDC1,814.14820821343,-1.56064458503371,0.141609794203207,-11.0207390231372,3.03556526926009e-28,3.46845434014544e-27
AHNAK,114.727352485142,1.03240939209801,0.305629045579212,3.37798192623166,0.000730198797663427,0.00186493435736066
AHNAK2,293.508212011052,0.60921935692227,0.253068238695519,2.40733234665317,0.016069538568668,0.0321771972620393
AHR,236.19639384876,3.24280001816796,0.308040711825576,10.5271799917283,6.47450925057352e-26,6.83996653117536e-25
AHSA1,759.796353886979,0.632771591349412,0.131331542781618,4.81812349072608,1.44914673571878e-06,5.11916618380507e-06
AHSA2P,4438.27293286897,1.10702185436388,0.111449831805696,9.9329163304067,2.99369243325032e-23,2.81322102188322e-22
AHSG,4.19830576066449,-3.47972829151019,0.737489906796544,-4.71834022329226,2.37776605874378e-06,8.23583229456556e-06
AIDA,112.708057120051,-0.889680332114927,0.140077900941228,-6.35132541347978,2.13467593872169e-10,1.04532557498186e-09
AIF1L,2156.88727419732,2.66411735413516,0.170659973744122,15.6106748154643,6.15821799951967e-55,1.52438469601013e-53
AIFM1,427.804052711139,1.09613245049995,0.128058265609908,8.5596384214588,1.13222052930172e-17,8.42032906417255e-17
AIM2,9.07329079346617,-5.50456190482926,0.736884301200709,-7.47004909164152,8.01649081672198e-14,4.87428049587252e-13
AIMP1,700.202183737126,1.04678201443389,0.20466127255804,5.11470490410945,3.14231817550462e-07,1.18903094113793e-06
AIMP1P1,99.4108541493838,-1.7544553820193,0.239469582013784,-7.32642270164531,2.36377429899952e-13,1.40067524449666e-12
AIMP2,136.525555799618,0.655337274173168,0.137895232250669,4.75242880755937,2.00987548848923e-06,7.00613627847927e-06
AIP,240.756640836137,0.804559995345391,0.154494297199901,5.20770028361867,1.91195419836493e-07,7.378582872739e-07
AIRE,24.1548070006021,-1.76856421442399,0.361656187107237,-4.89018099916975,1.00743299400787e-06,3.61938365712722e-06
AJ011931.1,10.025343693185,2.4381756880309,0.479219110171793,5.08780980615912,3.62222360686936e-07,1.36177216192336e-06
