"","id","altName","node_attributes"
"508","ARPC1A",NA,"turquoise"
"509","ARPC5",NA,"turquoise"
"510","ARPIN",NA,"turquoise"
"511","ARPP21",NA,"turquoise"
"512","ARRB1",NA,"turquoise"
"513","ARRDC2",NA,"turquoise"
"514","ARRDC4",NA,"turquoise"
"515","ARSB",NA,"turquoise"
"516","ARSD",NA,"turquoise"
"517","ART3",NA,"turquoise"
"518","ARVCF",NA,"turquoise"
"519","ARX",NA,"turquoise"
"520","ASAH2B",NA,"turquoise"
"521","ASAP1",NA,"turquoise"
"522","ASB16",NA,"turquoise"
"523","ASB3",NA,"turquoise"
"524","ASCL1",NA,"turquoise"
"525","ASGR1",NA,"turquoise"
"526","ASH1L",NA,"turquoise"
"527","ASIC1",NA,"turquoise"
"528","ASIC2",NA,"turquoise"
"529","ASIC3",NA,"turquoise"
"530","ASIC4",NA,"turquoise"
"531","ASL",NA,"turquoise"
"532","ASMTL",NA,"turquoise"
"533","ASNS",NA,"turquoise"
"534","ASPA",NA,"turquoise"
"535","ASPDH",NA,"turquoise"
"536","ASPH",NA,"turquoise"
"537","ASPHD1",NA,"turquoise"
"538","ASPHD2",NA,"turquoise"
"539","ASTN1",NA,"turquoise"
"540","ASTN2",NA,"turquoise"
"541","ASUN",NA,"turquoise"
"542","ASZ1",NA,"turquoise"
"543","ATAD2",NA,"turquoise"
"544","ATAD3C",NA,"turquoise"
"545","ATCAY",NA,"turquoise"
"546","ATE1-AS1",NA,"turquoise"
"547","ATF1",NA,"turquoise"
"548","ATF4P3",NA,"turquoise"
"549","ATF5",NA,"turquoise"
"550","ATF7",NA,"turquoise"
"551","ATF7IP2",NA,"turquoise"
"552","ATG13",NA,"turquoise"
"553","ATG14",NA,"turquoise"
"554","ATG16L1",NA,"turquoise"
"555","ATG16L2",NA,"turquoise"
"556","ATG2A",NA,"turquoise"
"557","ATG3",NA,"turquoise"
"558","ATG4A",NA,"turquoise"
"559","ATG4C",NA,"turquoise"
"560","ATG4D",NA,"turquoise"
"561","ATIC",NA,"turquoise"
"562","ATL1",NA,"turquoise"
"563","ATL2",NA,"turquoise"
"564","ATL3",NA,"turquoise"
"565","ATMIN",NA,"turquoise"
"566","ATOH8",NA,"turquoise"
"567","ATOX1",NA,"turquoise"
"568","ATP10D",NA,"turquoise"
"569","ATP11A",NA,"turquoise"
"570","ATP13A1",NA,"turquoise"
"571","ATP13A4",NA,"turquoise"
"572","ATP13A5",NA,"turquoise"
"573","ATP1A2",NA,"turquoise"
"574","ATP1A3",NA,"turquoise"
"575","ATP1A4",NA,"turquoise"
"576","ATP1B1",NA,"turquoise"
"577","ATP1B2",NA,"turquoise"
"578","ATP1B3",NA,"turquoise"
"579","ATP2A1",NA,"turquoise"
"580","ATP2A3",NA,"turquoise"
"581","ATP2B2",NA,"turquoise"
"582","ATP2B3",NA,"turquoise"
"583","ATP2B4",NA,"turquoise"
"584","ATP2C2",NA,"turquoise"
"585","ATP5C1",NA,"turquoise"
"586","ATP5F1P1",NA,"turquoise"
"587","ATP5G2",NA,"turquoise"
"588","ATP5H",NA,"turquoise"
"589","ATP5I",NA,"turquoise"
"590","ATP5L",NA,"turquoise"
"591","ATP5L2",NA,"turquoise"
"592","ATP6V0D1",NA,"turquoise"
"593","ATP6V1B1",NA,"turquoise"
"594","ATP6V1E2",NA,"turquoise"
"595","ATP6V1F",NA,"turquoise"
"596","ATP6V1G1P4",NA,"turquoise"
"597","ATP6V1G1P7",NA,"turquoise"
"598","ATP7B",NA,"turquoise"
"599","ATP8A1",NA,"turquoise"
"600","ATP8A2",NA,"turquoise"
"601","ATP8B2",NA,"turquoise"
"602","ATP8B4",NA,"turquoise"
"603","ATRNL1",NA,"turquoise"
"604","ATXN1",NA,"turquoise"
"605","ATXN7L2",NA,"turquoise"
"606","ATXN7L3",NA,"turquoise"
"607","AUNIP",NA,"turquoise"
"608","AUP1",NA,"turquoise"
"609","AURKAIP1",NA,"turquoise"
"610","AURKAPS1",NA,"turquoise"
"611","AUTS2",NA,"turquoise"
"612","AVPI1",NA,"turquoise"
"613","AXIN1",NA,"turquoise"
"614","AXIN2",NA,"turquoise"
"615","AXL",NA,"turquoise"
"616","AZIN2",NA,"turquoise"
"617","B3GALNT1",NA,"turquoise"
"618","B3GALNT2",NA,"turquoise"
"619","B3GALT1",NA,"turquoise"
"620","B3GALT4",NA,"turquoise"
"621","B3GALT5",NA,"turquoise"
"622","B3GAT2",NA,"turquoise"
"623","B3GAT3",NA,"turquoise"
"624","B3GNT2",NA,"turquoise"
"625","B3GNT5",NA,"turquoise"
"626","B3GNT7",NA,"turquoise"
"627","B3GNT8",NA,"turquoise"
"628","B4GALNT1",NA,"turquoise"
"629","B4GALNT3",NA,"turquoise"
"630","B4GALT1",NA,"turquoise"
"631","B4GALT4",NA,"turquoise"
"632","B4GALT6",NA,"turquoise"
"633","BAALC",NA,"turquoise"
"634","BAAT",NA,"turquoise"
"635","BACE1",NA,"turquoise"
"636","BACE2",NA,"turquoise"
"637","BACH1",NA,"turquoise"
"638","BAG1",NA,"turquoise"
"639","BAG6",NA,"turquoise"
"640","BAIAP2",NA,"turquoise"
"641","BANF1",NA,"turquoise"
"642","BANP",NA,"turquoise"
"643","BAP1",NA,"turquoise"
"644","BASP1",NA,"turquoise"
"645","BATF3",NA,"turquoise"
"646","BAX",NA,"turquoise"
"647","BBS12",NA,"turquoise"
"648","BCAM",NA,"turquoise"
"649","BCAN",NA,"turquoise"
"650","BCAR1",NA,"turquoise"
"651","BCAS1",NA,"turquoise"
