"","id","altName","node_attributes"
"617","C15orf52",NA,"turquoise"
"618","C15orf59",NA,"turquoise"
"619","C16orf54",NA,"turquoise"
"620","C16orf59",NA,"turquoise"
"621","C16orf62",NA,"turquoise"
"622","C16orf89",NA,"turquoise"
"623","C17orf49",NA,"turquoise"
"624","C17orf58",NA,"turquoise"
"625","C17orf62",NA,"turquoise"
"626","C17orf67",NA,"turquoise"
"627","C17orf96",NA,"turquoise"
"628","C18orf21",NA,"turquoise"
"629","C18orf32",NA,"turquoise"
"630","C18orf54",NA,"turquoise"
"631","C18orf8",NA,"turquoise"
"632","C19orf25",NA,"turquoise"
"633","C19orf35",NA,"turquoise"
"634","C19orf52",NA,"turquoise"
"635","C19orf53",NA,"turquoise"
"636","C19orf66",NA,"turquoise"
"637","C1GALT1",NA,"turquoise"
"638","C1orf106",NA,"turquoise"
"639","C1orf111",NA,"turquoise"
"640","C1orf159",NA,"turquoise"
"641","C1orf162",NA,"turquoise"
"642","C1orf198",NA,"turquoise"
"643","C1orf21",NA,"turquoise"
"644","C1orf216",NA,"turquoise"
"645","C1orf226",NA,"turquoise"
"646","C1orf52",NA,"turquoise"
"647","C1QL1",NA,"turquoise"
"648","C1QL2",NA,"turquoise"
"649","C1QTNF1",NA,"turquoise"
"650","C1QTNF3",NA,"turquoise"
"651","C1QTNF7",NA,"turquoise"
"652","C1QTNF9",NA,"turquoise"
"653","C1R",NA,"turquoise"
"654","C20orf194",NA,"turquoise"
"655","C20orf203",NA,"turquoise"
"656","C20orf27",NA,"turquoise"
"657","C21orf2",NA,"turquoise"
"658","C21orf33",NA,"turquoise"
"659","C21orf62",NA,"turquoise"
"660","C21orf91",NA,"turquoise"
"661","C22orf23",NA,"turquoise"
"662","C2CD2",NA,"turquoise"
"663","C2CD3",NA,"turquoise"
"664","C2CD4C",NA,"turquoise"
"665","C2orf27A",NA,"turquoise"
"666","C2orf72",NA,"turquoise"
"667","C2orf76",NA,"turquoise"
"668","C2orf80",NA,"turquoise"
"669","C2orf81",NA,"turquoise"
"670","C2orf82",NA,"turquoise"
"671","C3orf18",NA,"turquoise"
"672","C3orf33",NA,"turquoise"
"673","C3orf58",NA,"turquoise"
"674","C3orf67",NA,"turquoise"
"675","C3orf70",NA,"turquoise"
"676","C4orf19",NA,"turquoise"
"677","C4orf26",NA,"turquoise"
"678","C4orf36",NA,"turquoise"
"679","C4orf48",NA,"turquoise"
"680","C5AR2",NA,"turquoise"
"681","C5orf45",NA,"turquoise"
"682","C5orf63",NA,"turquoise"
"683","C6orf10",NA,"turquoise"
"684","C6orf141",NA,"turquoise"
"685","C6orf163",NA,"turquoise"
"686","C7orf31",NA,"turquoise"
"687","C7orf43",NA,"turquoise"
"688","C7orf49",NA,"turquoise"
"689","C7orf61",NA,"turquoise"
"690","C8orf37",NA,"turquoise"
"691","C8orf46",NA,"turquoise"
"692","C8orf58",NA,"turquoise"
"693","C9orf72",NA,"turquoise"
"694","CA1",NA,"turquoise"
"695","CA10",NA,"turquoise"
"696","CA13",NA,"turquoise"
"697","CA14",NA,"turquoise"
"698","CA2",NA,"turquoise"
"699","CA3",NA,"turquoise"
"700","CA5B",NA,"turquoise"
"701","CA6",NA,"turquoise"
"702","CA8",NA,"turquoise"
"703","CABLES1",NA,"turquoise"
"704","CABLES2",NA,"turquoise"
"705","CABP5",NA,"turquoise"
"706","CABP7",NA,"turquoise"
"707","CABYR",NA,"turquoise"
"708","CACNA1C",NA,"turquoise"
"709","CACNA1D",NA,"turquoise"
"710","CACNA1E",NA,"turquoise"
"711","CACNA1G",NA,"turquoise"
"712","CACNA2D2",NA,"turquoise"
"713","CACNA2D3",NA,"turquoise"
"714","CACNB1",NA,"turquoise"
"715","CACNB2",NA,"turquoise"
"716","CACNB3",NA,"turquoise"
"717","CACNB4",NA,"turquoise"
"718","CACNG2",NA,"turquoise"
"719","CACNG4",NA,"turquoise"
"720","CACNG5",NA,"turquoise"
"721","CACNG8",NA,"turquoise"
"722","CACUL1",NA,"turquoise"
"723","CACYBP",NA,"turquoise"
