"","id","altName","node_attributes"
"503","AL031651.2",NA,"turquoise"
"504","AL031686.1",NA,"turquoise"
"505","AL031708.1",NA,"turquoise"
"506","AL031985.3",NA,"turquoise"
"507","AL035252.3",NA,"turquoise"
"508","AL035413.1",NA,"turquoise"
"509","AL035530.2",NA,"turquoise"
"510","AL035587.1",NA,"turquoise"
"511","AL035681.1",NA,"turquoise"
"512","AL049697.1",NA,"turquoise"
"513","AL049796.1",NA,"turquoise"
"514","AL078645.2",NA,"turquoise"
"515","AL079301.1",NA,"turquoise"
"516","AL096817.1",NA,"turquoise"
"517","AL109659.2",NA,"turquoise"
"518","AL109923.1",NA,"turquoise"
"519","AL117190.1",NA,"turquoise"
"520","AL118558.3",NA,"turquoise"
"521","AL121827.2",NA,"turquoise"
"522","AL121832.2",NA,"turquoise"
"523","AL132777.1",NA,"turquoise"
"524","AL133304.3",NA,"turquoise"
"525","AL133325.3",NA,"turquoise"
"526","AL133338.1",NA,"turquoise"
"527","AL133410.1",NA,"turquoise"
"528","AL135925.1",NA,"turquoise"
"529","AL135999.2",NA,"turquoise"
"530","AL136115.2",NA,"turquoise"
"531","AL136164.3",NA,"turquoise"
"532","AL137141.1",NA,"turquoise"
"533","AL137145.2",NA,"turquoise"
"534","AL137782.1",NA,"turquoise"
"535","AL138756.1",NA,"turquoise"
"536","AL138820.1",NA,"turquoise"
"537","AL139174.1",NA,"turquoise"
"538","AL139220.2",NA,"turquoise"
"539","AL139240.1",NA,"turquoise"
"540","AL139287.1",NA,"turquoise"
"541","AL139424.2",NA,"turquoise"
"542","AL157396.1",NA,"turquoise"
"543","AL157400.4",NA,"turquoise"
"544","AL157893.1",NA,"turquoise"
"545","AL158212.3",NA,"turquoise"
"546","AL158835.1",NA,"turquoise"
"547","AL160313.1",NA,"turquoise"
"548","AL160314.2",NA,"turquoise"
"549","AL162390.1",NA,"turquoise"
"550","AL162586.1",NA,"turquoise"
"551","AL162595.1",NA,"turquoise"
"552","AL353150.1",NA,"turquoise"
"553","AL353763.1",NA,"turquoise"
"554","AL353898.3",NA,"turquoise"
"555","AL354718.1",NA,"turquoise"
"556","AL354943.1",NA,"turquoise"
"557","AL356266.1",NA,"turquoise"
"558","AL356489.2",NA,"turquoise"
"559","AL356776.1",NA,"turquoise"
"560","AL357078.1",NA,"turquoise"
"561","AL358113.1",NA,"turquoise"
"562","AL359091.1",NA,"turquoise"
"563","AL359710.1",NA,"turquoise"
"564","AL360169.2",NA,"turquoise"
"565","AL365205.1",NA,"turquoise"
"566","AL365209.1",NA,"turquoise"
"567","AL365361.1",NA,"turquoise"
"568","AL390318.1",NA,"turquoise"
"569","AL391058.1",NA,"turquoise"
"570","AL391121.1",NA,"turquoise"
"571","AL391244.1",NA,"turquoise"
"572","AL391425.1",NA,"turquoise"
"573","AL391822.1",NA,"turquoise"
"574","AL391825.1",NA,"turquoise"
"575","AL392089.1",NA,"turquoise"
"576","AL392172.1",NA,"turquoise"
"577","AL442067.1",NA,"turquoise"
"578","AL445250.1",NA,"turquoise"
"579","AL445670.1",NA,"turquoise"
"580","AL450405.1",NA,"turquoise"
"581","AL451074.2",NA,"turquoise"
"582","AL512625.2",NA,"turquoise"
"583","AL512625.3",NA,"turquoise"
"584","AL513217.1",NA,"turquoise"
"585","AL513365.2",NA,"turquoise"
"586","AL513412.1",NA,"turquoise"
"587","AL513523.1",NA,"turquoise"
"588","AL589740.1",NA,"turquoise"
"589","AL589935.1",NA,"turquoise"
"590","AL590560.1",NA,"turquoise"
"591","AL591485.1",NA,"turquoise"
"592","AL592437.2",NA,"turquoise"
"593","AL596202.1",NA,"turquoise"
"594","AL596244.1",NA,"turquoise"
"595","AL604028.2",NA,"turquoise"
"596","AL606760.2",NA,"turquoise"
"597","AL627308.2",NA,"turquoise"
"598","AL627402.1",NA,"turquoise"
"599","AL645568.1",NA,"turquoise"
"600","AL732314.6",NA,"turquoise"
"601","AL807757.2",NA,"turquoise"
"602","AL845472.2",NA,"turquoise"
"603","AL928654.1",NA,"turquoise"
"604","AL928654.4",NA,"turquoise"
"605","ALAD",NA,"turquoise"
"606","ALAS1",NA,"turquoise"
"607","ALDH16A1",NA,"turquoise"
"608","ALDH18A1",NA,"turquoise"
"609","ALDH1A3",NA,"turquoise"
"610","ALDH1B1",NA,"turquoise"
"611","ALDH1L1",NA,"turquoise"
"612","ALDH1L2",NA,"turquoise"
"613","ALDH2",NA,"turquoise"
"614","ALDH4A1",NA,"turquoise"
"615","ALDH5A1",NA,"turquoise"
"616","ALDH7A1P1",NA,"turquoise"
"617","ALDH8A1",NA,"turquoise"
"618","ALDOC",NA,"turquoise"
"619","ALG11",NA,"turquoise"
"620","ALG12",NA,"turquoise"
"621","ALG13",NA,"turquoise"
"622","ALG1L10P",NA,"turquoise"
"623","ALG1L11P",NA,"turquoise"
"624","ALK",NA,"turquoise"
"625","ALKBH3",NA,"turquoise"
"626","ALKBH5",NA,"turquoise"
"627","ALKBH6",NA,"turquoise"
"628","ALKBH7",NA,"turquoise"
"629","ALMS1-IT1",NA,"turquoise"
"630","ALOX12P2",NA,"turquoise"
"631","ALPL",NA,"turquoise"
"632","ALS2",NA,"turquoise"
"633","AMBRA1",NA,"turquoise"
"634","AMD1",NA,"turquoise"
"635","AMDHD2",NA,"turquoise"
"636","AMER1",NA,"turquoise"
"637","AMER2",NA,"turquoise"
"638","AMMECR1L",NA,"turquoise"
"639","AMN1",NA,"turquoise"
"640","AMOTL1",NA,"turquoise"
"641","AMOTL2",NA,"turquoise"
"642","AMPD3",NA,"turquoise"
"643","AMPH",NA,"turquoise"
"644","AMY2B",NA,"turquoise"
"645","AMZ1",NA,"turquoise"
"646","AMZ2",NA,"turquoise"
"647","ANAPC13",NA,"turquoise"
"648","ANAPC16",NA,"turquoise"
"649","ANAPC2",NA,"turquoise"
"650","ANAPC4",NA,"turquoise"
"651","ANAPC5",NA,"turquoise"
"652","ANAPC7",NA,"turquoise"
"653","ANGEL1",NA,"turquoise"
