"","id","altName","node_attributes"
"398","AC106869.1",NA,"turquoise"
"399","AC106881.1",NA,"turquoise"
"400","AC107027.3",NA,"turquoise"
"401","AC107068.1",NA,"turquoise"
"402","AC107214.1",NA,"turquoise"
"403","AC107375.1",NA,"turquoise"
"404","AC107398.3",NA,"turquoise"
"405","AC107884.1",NA,"turquoise"
"406","AC108047.1",NA,"turquoise"
"407","AC108062.1",NA,"turquoise"
"408","AC108471.2",NA,"turquoise"
"409","AC108688.1",NA,"turquoise"
"410","AC108866.1",NA,"turquoise"
"411","AC110079.1",NA,"turquoise"
"412","AC110285.1",NA,"turquoise"
"413","AC110285.2",NA,"turquoise"
"414","AC110994.2",NA,"turquoise"
"415","AC112512.1",NA,"turquoise"
"416","AC114495.2",NA,"turquoise"
"417","AC114811.2",NA,"turquoise"
"418","AC116158.1",NA,"turquoise"
"419","AC116565.1",NA,"turquoise"
"420","AC116565.2",NA,"turquoise"
"421","AC116913.1",NA,"turquoise"
"422","AC117503.2",NA,"turquoise"
"423","AC117947.1",NA,"turquoise"
"424","AC118549.1",NA,"turquoise"
"425","AC119674.1",NA,"turquoise"
"426","AC120036.4",NA,"turquoise"
"427","AC120053.1",NA,"turquoise"
"428","AC120114.2",NA,"turquoise"
"429","AC122718.2",NA,"turquoise"
"430","AC124283.3",NA,"turquoise"
"431","AC124312.4",NA,"turquoise"
"432","AC124319.2",NA,"turquoise"
"433","AC125612.1",NA,"turquoise"
"434","AC125613.1",NA,"turquoise"
"435","AC126118.1",NA,"turquoise"
"436","AC126474.2",NA,"turquoise"
"437","AC126773.4",NA,"turquoise"
"438","AC127024.5",NA,"turquoise"
"439","AC127502.1",NA,"turquoise"
"440","AC129502.1",NA,"turquoise"
"441","AC130650.2",NA,"turquoise"
"442","AC131210.1",NA,"turquoise"
"443","AC131212.2",NA,"turquoise"
"444","AC131392.1",NA,"turquoise"
"445","AC132872.1",NA,"turquoise"
"446","AC133473.1",NA,"turquoise"
"447","AC133552.2",NA,"turquoise"
"448","AC134349.1",NA,"turquoise"
"449","AC135050.3",NA,"turquoise"
"450","AC135507.1",NA,"turquoise"
"451","AC136352.4",NA,"turquoise"
"452","AC138207.8",NA,"turquoise"
"453","AC138409.2",NA,"turquoise"
"454","AC138627.1",NA,"turquoise"
"455","AC138866.1",NA,"turquoise"
"456","AC138866.2",NA,"turquoise"
"457","AC138932.5",NA,"turquoise"
"458","AC139100.2",NA,"turquoise"
"459","AC139256.2",NA,"turquoise"
"460","AC139713.2",NA,"turquoise"
"461","AC139769.1",NA,"turquoise"
"462","AC139792.2",NA,"turquoise"
"463","AC139792.3",NA,"turquoise"
"464","AC139795.1",NA,"turquoise"
"465","AC139887.2",NA,"turquoise"
"466","AC140134.1",NA,"turquoise"
"467","AC144652.1",NA,"turquoise"
"468","AC145138.1",NA,"turquoise"
"469","AC145422.1",NA,"turquoise"
"470","AC145423.3",NA,"turquoise"
"471","AC147651.1",NA,"turquoise"
"472","AC215219.1",NA,"turquoise"
"473","AC239809.3",NA,"turquoise"
"474","AC239868.1",NA,"turquoise"
"475","AC239868.3",NA,"turquoise"
"476","AC241585.2",NA,"turquoise"
"477","AC243964.3",NA,"turquoise"
"478","AC244021.1",NA,"turquoise"
"479","AC244197.3",NA,"turquoise"
"480","AC244517.12",NA,"turquoise"
"481","AC244669.2",NA,"turquoise"
"482","AC245100.4",NA,"turquoise"
"483","AC245140.2",NA,"turquoise"
"484","AC245407.2",NA,"turquoise"
"485","AC245884.9",NA,"turquoise"
"486","ACAD11",NA,"turquoise"
"487","ACADM",NA,"turquoise"
"488","ACADSB",NA,"turquoise"
"489","ACAP3",NA,"turquoise"
"490","ACAT2",NA,"turquoise"
"491","ACHE",NA,"turquoise"
"492","ACO1",NA,"turquoise"
"493","ACO2",NA,"turquoise"
"494","ACOT11",NA,"turquoise"
"495","ACOT13",NA,"turquoise"
"496","ACOT2",NA,"turquoise"
"497","ACOT9",NA,"turquoise"
"498","ACOX1",NA,"turquoise"
"499","ACP6",NA,"turquoise"
"500","ACSBG1",NA,"turquoise"
"501","ACSL1",NA,"turquoise"
"502","ACSL4",NA,"turquoise"
"503","ACSL6",NA,"turquoise"
"504","ACSS2",NA,"turquoise"
"505","ACTBP7",NA,"turquoise"
"506","ACTG1P17",NA,"turquoise"
"507","ACTL6A",NA,"turquoise"
"508","ACTL6B",NA,"turquoise"
"509","ACTN4",NA,"turquoise"
"510","ACTR1B",NA,"turquoise"
"511","ACTR8",NA,"turquoise"
"512","ACVR1C",NA,"turquoise"
"513","ACVR2A",NA,"turquoise"
"514","ACYP1",NA,"turquoise"
"515","ACYP2",NA,"turquoise"
"516","ADA2",NA,"turquoise"
"517","ADAM10",NA,"turquoise"
"518","ADAM12",NA,"turquoise"
"519","ADAM15",NA,"turquoise"
"520","ADAM20",NA,"turquoise"
"521","ADAM20P1",NA,"turquoise"
"522","ADAM23",NA,"turquoise"
"523","ADAM32",NA,"turquoise"
"524","ADAM8",NA,"turquoise"
"525","ADAMTS1",NA,"turquoise"
"526","ADAMTS13",NA,"turquoise"
"527","ADAMTS14",NA,"turquoise"
"528","ADAMTS17",NA,"turquoise"
"529","ADAMTS19",NA,"turquoise"
"530","ADAMTS4",NA,"turquoise"
"531","ADAMTS7",NA,"turquoise"
"532","ADAMTS8",NA,"turquoise"
"533","ADAMTSL3",NA,"turquoise"
"534","ADAMTSL4-AS1",NA,"turquoise"
"535","ADAP1",NA,"turquoise"
"536","ADAP2",NA,"turquoise"
"537","ADARB1",NA,"turquoise"
"538","ADAT1",NA,"turquoise"
"539","ADAT2",NA,"turquoise"
"540","ADCK5",NA,"turquoise"
"541","ADCY1",NA,"turquoise"
"542","ADCY10",NA,"turquoise"
"543","ADCY10P1",NA,"turquoise"
"544","ADCY2",NA,"turquoise"
"545","ADCY3",NA,"turquoise"
"546","ADCY5",NA,"turquoise"
"547","ADCY6",NA,"turquoise"
"548","ADCY7",NA,"turquoise"
"549","ADCY8",NA,"turquoise"
"550","ADCY9",NA,"turquoise"
"551","ADCYAP1R1",NA,"turquoise"
"552","ADD1",NA,"turquoise"
"553","ADD2",NA,"turquoise"
"554","ADD3-AS1",NA,"turquoise"
"555","ADGRA1",NA,"turquoise"
"556","ADGRA3",NA,"turquoise"
"557","ADGRB1",NA,"turquoise"
"558","ADGRB2",NA,"turquoise"
"559","ADGRB3",NA,"turquoise"
"560","ADGRE5",NA,"turquoise"
"561","ADGRG1",NA,"turquoise"
"562","ADGRL1",NA,"turquoise"
"563","ADGRL3",NA,"turquoise"
"564","ADI1",NA,"turquoise"
"565","ADIPOR1",NA,"turquoise"
"566","ADIPOR2",NA,"turquoise"
"567","ADK",NA,"turquoise"
"568","ADNP-AS1",NA,"turquoise"
"569","ADNP2",NA,"turquoise"
"570","ADPRM",NA,"turquoise"
"571","ADRB1",NA,"turquoise"
"572","ADRM1",NA,"turquoise"
"573","ADSL",NA,"turquoise"
"574","ADSS",NA,"turquoise"
"575","ADSSL1",NA,"turquoise"
"576","AEBP1",NA,"turquoise"
"577","AF117829.1",NA,"turquoise"
"578","AF127577.4",NA,"turquoise"
"579","AF131215.2",NA,"turquoise"
"580","AF131215.4",NA,"turquoise"
"581","AF131215.5",NA,"turquoise"
"582","AF131215.6",NA,"turquoise"
"583","AF165147.1",NA,"turquoise"
"584","AF186192.2",NA,"turquoise"
"585","AFAP1",NA,"turquoise"
"586","AFAP1L2",NA,"turquoise"
"587","AFF2",NA,"turquoise"
"588","AFF3",NA,"turquoise"
"589","AFMID",NA,"turquoise"
"590","AGA",NA,"turquoise"
"591","AGAP2",NA,"turquoise"
"592","AGAP3",NA,"turquoise"
"593","AGBL3",NA,"turquoise"
"594","AGBL4",NA,"turquoise"
"595","AGFG2",NA,"turquoise"
"596","AGGF1",NA,"turquoise"
"597","AGO2",NA,"turquoise"
"598","AGO4",NA,"turquoise"
"599","AGPAT4",NA,"turquoise"
"600","AGPAT4-IT1",NA,"turquoise"
"601","AGTPBP1",NA,"turquoise"
"602","AGTRAP",NA,"turquoise"
"603","AHCY",NA,"turquoise"
"604","AHCYL2",NA,"turquoise"
"605","AHDC1",NA,"turquoise"
"606","AHR",NA,"turquoise"
"607","AHSA1",NA,"turquoise"
"608","AHSA2P",NA,"turquoise"
"609","AIDA",NA,"turquoise"
"610","AIF1L",NA,"turquoise"
"611","AIMP1P1",NA,"turquoise"
"612","AIMP2",NA,"turquoise"
"613","AK2",NA,"turquoise"
"614","AK3P3",NA,"turquoise"
"615","AK4",NA,"turquoise"
"616","AK5",NA,"turquoise"
"617","AK6",NA,"turquoise"
"618","AKAP10",NA,"turquoise"
"619","AKAP12",NA,"turquoise"
"620","AKAP13",NA,"turquoise"
"621","AKAP3",NA,"turquoise"
"622","AKAP5",NA,"turquoise"
"623","AKAP6",NA,"turquoise"
"624","AKAP7",NA,"turquoise"
"625","AKIP1",NA,"turquoise"
"626","AKIRIN1",NA,"turquoise"
"627","AKNA",NA,"turquoise"
"628","AKT1",NA,"turquoise"
"629","AKT3",NA,"turquoise"
"630","AKT3-IT1",NA,"turquoise"
"631","AL021707.2",NA,"turquoise"
"632","AL022322.1",NA,"turquoise"
"633","AL022326.2",NA,"turquoise"
"634","AL023806.3",NA,"turquoise"
"635","AL031432.4",NA,"turquoise"
"636","AL031587.5",NA,"turquoise"
"637","AL031651.2",NA,"turquoise"
"638","AL031667.2",NA,"turquoise"
"639","AL031985.3",NA,"turquoise"
"640","AL035071.1",NA,"turquoise"
"641","AL035252.3",NA,"turquoise"
"642","AL035530.2",NA,"turquoise"
"643","AL035587.1",NA,"turquoise"
"644","AL035681.1",NA,"turquoise"
"645","AL049697.1",NA,"turquoise"
"646","AL049776.1",NA,"turquoise"
"647","AL049780.3",NA,"turquoise"
"648","AL049796.1",NA,"turquoise"
"649","AL078639.1",NA,"turquoise"
"650","AL079301.1",NA,"turquoise"
"651","AL079343.1",NA,"turquoise"
"652","AL080250.1",NA,"turquoise"
"653","AL080317.1",NA,"turquoise"
"654","AL080317.2",NA,"turquoise"
"655","AL109659.2",NA,"turquoise"
"656","AL109811.1",NA,"turquoise"
"657","AL109910.1",NA,"turquoise"
"658","AL109923.1",NA,"turquoise"
"659","AL117335.1",NA,"turquoise"
"660","AL117339.4",NA,"turquoise"
"661","AL117339.5",NA,"turquoise"
"662","AL117342.1",NA,"turquoise"
"663","AL118558.3",NA,"turquoise"
"664","AL121753.2",NA,"turquoise"
"665","AL121820.2",NA,"turquoise"
