"GeneID","OPC_I1","OPC_I2","OPC_I3","OPC_I4","OPC_I5","OPC_I6","OPC_I7","OPC_I8","OPC_I9","OPC_I10","MO_I1","MO_I2","MO_I3","MO_I4","MO_I5","MO_I6","MO_I7"
"C6orf226",3,6,12,10,6,11,17,5,14,3,12,11,15,37,9,3,8
"C6orf229",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"C6orf47",106,134,239,200,112,167,293,159,266,107,186,238,217,339,201,95,136
"C6orf47-AS1",8,1,3,2,1,1,1,2,7,1,6,0,5,4,9,2,2
"C6orf48",56,112,185,170,131,190,218,151,286,151,159,227,192,445,176,52,119
"C6orf52",9,7,14,6,5,11,9,9,28,5,6,8,9,9,9,4,3
"C6orf58",1,4,15,12,10,25,24,4,31,7,2,4,5,8,6,0,6
"C6orf62",625,1045,1795,1761,1115,1733,2159,1291,2287,1178,1290,1257,1769,2669,1343,442,894
"C6orf89",543,998,1622,1698,1370,1841,2520,1284,1955,1076,1634,1514,2079,2860,1562,522,1105
"C6orf99",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"C7",0,0,3,0,3,2,3,2,1,0,2,2,3,5,1,3,5
"C7orf25",30,57,102,67,65,70,61,111,104,88,65,68,98,60,73,17,45
"C7orf26",119,367,573,520,347,332,548,490,864,372,401,413,407,668,403,340,378
"C7orf31",2,7,37,28,23,93,37,21,147,32,106,103,121,271,155,42,120
"C7orf33",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C7orf43",48,421,511,597,354,519,523,353,606,216,138,169,162,382,164,155,158
"C7orf49",192,271,465,346,289,350,455,392,758,383,657,557,657,1030,756,217,574
"C7orf50",503,691,1423,934,520,677,1062,923,2523,711,626,565,640,835,619,532,954
"C7orf55-LUC7L2",0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,6,0
"C7orf57",1,2,3,5,4,4,6,1,3,1,1,0,3,0,0,1,0
"C7orf61",77,41,53,40,12,6,11,53,56,34,150,94,72,86,117,26,116
"C7orf65",0,2,0,0,0,6,5,5,16,5,0,0,0,0,0,0,0
"C7orf66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7orf69",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"C7orf71",0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1
"C7orf77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8A",0,0,0,1,0,2,4,0,0,1,0,0,0,1,0,0,3
"C8B",0,0,4,1,0,2,0,3,5,2,0,0,0,1,0,0,1
"C8G",0,5,4,0,2,6,3,3,3,4,11,6,7,15,8,3,3
"C8orf17",0,0,4,1,0,0,0,0,1,0,1,0,1,0,0,0,2
"C8orf31",25,124,174,148,91,73,89,197,184,153,114,75,52,97,163,38,125
"C8orf33",165,161,298,309,194,478,567,259,583,212,201,248,425,426,368,160,287
"C8orf34",18,13,52,50,50,132,107,26,85,24,53,37,134,113,84,47,95
"C8orf34-AS1",0,0,1,2,2,2,1,1,0,1,1,0,4,1,0,0,3
"C8orf37",71,86,217,182,105,157,269,212,374,187,106,52,98,97,127,62,80
"C8orf37-AS1",0,3,4,3,2,2,5,3,8,6,5,5,3,5,1,7,8
"C8orf44",158,206,356,259,293,238,260,374,617,417,486,325,379,541,491,121,354
"C8orf46",439,1428,2718,2112,1149,1173,2626,1936,2583,1132,1286,1262,2075,1614,1370,549,859
"C8orf48",8,5,16,16,13,12,16,10,22,13,5,6,4,17,6,8,7
"C8orf49",0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"C8orf58",44,72,108,141,84,112,149,99,125,86,45,16,27,30,28,19,28
"C8orf59",91,112,186,150,181,312,219,243,374,217,206,191,227,340,318,77,213
"C8orf59P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf59P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf74",0,0,9,3,1,4,8,0,0,0,0,1,1,4,0,0,0
"C8orf76",31,67,189,124,95,112,161,171,214,156,133,106,123,178,146,65,100
"C8orf82",155,319,378,536,337,540,546,313,508,253,386,396,288,590,257,205,185
"C8orf86",9,5,13,15,14,1,25,21,30,22,2,0,2,2,4,1,3
"C8orf87",0,3,1,2,1,4,0,1,0,0,0,0,1,0,0,1,0
"C8orf88",25,49,134,75,34,89,96,85,123,79,44,45,48,38,90,19,37
"C8orf89",9,10,18,9,7,17,11,23,24,20,0,0,0,3,0,3,3
"C9",0,5,11,7,17,10,17,13,8,9,0,0,0,0,0,3,0
"C9orf106",5,5,13,7,6,3,8,5,13,9,1,0,8,8,4,4,1
"C9orf116",0,1,10,13,13,18,13,3,8,1,1,1,16,13,2,1,3
"C9orf129",17,29,56,52,35,55,69,63,82,32,5,6,31,39,12,23,23
"C9orf131",5,4,2,1,1,1,0,4,4,4,0,9,2,2,6,3,1
"C9orf135",4,1,5,0,0,1,3,0,4,2,22,16,47,189,45,18,44
"C9orf135-AS1",0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"C9orf139",5,7,16,12,6,5,9,5,28,6,267,203,151,385,248,89,222
"C9orf147",51,38,99,35,31,29,51,62,116,66,45,28,57,68,53,26,36
"C9orf152",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"C9orf153",118,17,91,29,26,11,15,59,77,79,75,28,49,46,56,17,43
"C9orf16",35,65,112,107,67,114,131,69,161,45,88,80,95,191,77,66,57
"C9orf163",6,5,8,8,6,13,13,8,3,6,12,9,13,14,4,0,6
"C9orf170",47,31,68,47,50,67,78,33,122,60,165,124,244,315,124,69,266
"C9orf24",6,12,27,16,17,15,10,25,19,15,14,24,27,25,36,7,28
"C9orf3",805,929,1804,1073,826,986,1022,1531,3365,1428,6464,7383,8514,11038,10237,7615,11044
"C9orf40",26,57,63,64,53,83,142,41,108,43,56,47,111,103,61,37,61
"C9orf41-AS1",0,2,15,12,5,7,8,10,8,4,2,3,4,4,2,0,6
"C9orf43",9,14,21,17,7,10,21,27,59,29,43,43,54,62,59,70,70
"C9orf47",4,2,2,5,4,8,6,4,3,4,1,3,5,1,3,2,0
"C9orf50",21,33,51,50,18,20,55,26,63,27,3,3,5,0,1,1,7
"C9orf57",0,0,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0
"C9orf62",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"C9orf64",86,105,169,170,110,149,310,162,287,140,100,97,167,185,175,50,118
"C9orf66",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"C9orf72",570,483,1056,795,1065,1789,1695,765,1078,1156,1431,1040,1366,2062,1306,365,1256
"C9orf78",247,209,407,298,218,319,484,261,717,191,278,488,809,716,575,549,520
"C9orf84",0,1,5,2,5,2,1,4,2,5,3,1,4,11,6,2,1
"C9orf85",301,252,422,319,281,260,246,389,695,384,782,690,795,803,1027,363,669
"C9orf92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA1",0,0,2,3,1,3,1,2,2,1,0,0,2,0,1,0,0
"CA10",1919,3056,5432,4828,4396,5649,6482,4513,7735,4571,138,104,572,390,230,239,268
"CA11",331,182,322,253,212,158,516,166,358,154,235,238,364,365,220,351,260
"CA12",0,7,10,21,10,30,28,11,10,20,2,0,11,7,2,11,7
"CA13",141,240,411,265,253,142,240,424,673,395,116,108,124,170,80,36,119
"CA14",13,29,71,63,42,52,103,33,89,36,851,1278,1277,2879,1160,336,1014
"CA15P1",56,47,57,53,12,51,52,61,67,85,33,11,11,15,30,2,12
"CA15P2",0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"CA2",10,26,104,62,25,32,53,74,50,28,2595,4138,5914,6668,3807,1021,655
"CA3",104,94,148,87,58,79,103,128,168,119,18,12,33,27,12,7,7
"CA3-AS1",0,3,1,0,0,2,4,0,1,0,18,21,19,42,23,6,10
"CA4",0,5,3,5,3,2,14,5,2,5,14,7,32,21,9,10,7
"CA5A",0,10,4,1,3,1,3,0,1,0,1,0,0,1,0,1,0
"CA5AP1",3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0
"CA5B",95,142,226,149,142,206,190,193,515,257,214,195,178,163,222,141,210
"CA5BP1",52,130,192,163,101,140,130,159,267,148,236,267,270,363,260,134,128
"CA6",0,2,2,2,3,0,0,0,1,2,2,1,9,11,1,5,0
"CA7",0,5,4,4,1,9,9,2,13,1,5,4,23,13,4,10,25
"CA8",692,1317,1876,1572,968,993,1414,2119,2582,2425,33,17,107,71,53,87,61
"CA9",4,0,7,2,0,3,4,0,2,0,0,1,0,0,0,1,0
"CAAP1",228,263,463,399,346,482,556,482,615,453,351,296,400,669,462,212,438
"CAB39",273,494,1092,857,684,1066,1544,850,1598,684,613,622,1367,1229,1058,542,715
"CAB39L",192,243,453,337,330,301,458,448,755,485,504,461,555,708,493,200,400
"CAB39P1",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
"CABCOCO1",0,2,8,9,9,10,37,3,3,3,31,40,56,54,74,29,43
"CABIN1",696,1259,2298,1873,1188,2275,2019,2040,4169,1697,2429,2176,2566,3583,2935,1814,2540
"CABLES1",849,1688,4439,3605,1782,1412,2789,3131,4216,1974,119,19,300,222,119,170,111
"CABLES2",89,177,365,226,190,233,305,229,377,235,229,186,281,239,249,147,161
"CABP1",329,513,887,499,159,136,371,557,784,472,242,127,646,395,199,194,263
"CABP2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"CABP4",7,4,7,6,1,10,10,9,26,6,4,8,9,14,6,6,3
"CABP5",0,2,0,0,0,2,1,0,1,0,1,0,0,2,0,0,2
"CABP7",202,78,154,147,10,29,99,107,128,111,10,4,8,24,9,18,22
"CABS1",0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"CABYR",69,99,270,168,162,185,185,257,344,145,696,294,490,907,663,243,542
"CABYRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACFD1",111,219,315,350,259,346,488,247,528,177,273,289,230,408,279,122,237
"CACHD1",195,355,661,633,678,769,761,684,877,774,32,15,115,60,30,56,61
"CACNA1A",4187,7061,10270,6820,3571,2908,4179,10514,17148,6976,831,629,2063,1408,1048,1592,924
"CACNA1B",165,194,383,351,905,978,990,235,613,140,278,194,1091,653,322,742,439
"CACNA1C",683,1172,2242,1748,1696,1244,1669,1760,3108,1583,371,141,1053,1071,347,517,465
"CACNA1C-AS1",2,25,30,15,4,3,6,15,14,21,8,11,6,5,2,8,5
"CACNA1C-AS2",7,3,4,5,3,3,1,8,14,9,5,0,1,12,2,1,0
"CACNA1C-AS3",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CACNA1C-AS4",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CACNA1C-IT1",0,4,0,0,2,0,5,2,2,5,0,1,1,0,3,0,3
"CACNA1C-IT2",0,1,2,2,1,0,2,0,0,3,0,0,0,0,0,0,2
"CACNA1C-IT3",4,28,38,18,25,10,3,36,46,30,5,3,19,18,6,10,3
"CACNA1D",1888,3297,5071,4264,2797,1988,3194,5190,8350,3882,487,362,1422,882,920,794,855
"CACNA1E",2456,3679,9628,4487,6698,3514,5934,5410,10195,6165,580,445,1739,1239,731,908,935
"CACNA1F",1,2,1,3,2,3,5,2,2,4,6,20,11,9,15,8,9
"CACNA1G",1359,4317,9029,6190,3514,1892,6584,6771,5695,4161,208,176,982,648,315,441,354
"CACNA1G-AS1",5,20,31,34,14,3,14,22,17,14,1,0,5,3,1,1,0
"CACNA1H",9,26,63,109,190,481,150,36,55,18,39,31,108,81,27,56,41
"CACNA1I",117,85,188,178,290,270,539,91,163,71,156,156,536,507,160,272,281
"CACNA1S",0,8,11,8,10,12,21,4,4,1,4,8,17,16,8,18,13
"CACNA2D1",1384,1831,2693,3113,4457,5430,6165,2874,3698,2465,4554,4061,5100,6888,5115,1345,4082
"CACNA2D2",183,518,1027,881,680,751,1083,706,1417,528,37,27,81,109,50,96,98
"CACNA2D3",196,127,465,130,224,291,340,468,711,535,105,95,366,215,162,176,210
"CACNA2D3-AS1",0,0,0,4,0,0,0,2,0,4,1,1,0,0,0,7,1
"CACNA2D4",0,1,5,1,1,1,3,1,1,0,197,41,34,23,30,23,22
"CACNB1",520,666,1495,956,768,584,1022,1073,1306,739,284,254,688,665,403,373,426
"CACNB2",183,253,466,489,920,764,1146,474,776,580,130,72,451,252,164,94,190
"CACNB3",65,145,309,241,273,303,439,166,212,103,61,91,230,242,64,66,122
"CACNB4",1772,2611,3731,3622,4205,4067,4607,3906,4534,3733,342,224,928,665,508,282,404
"CACNG1",2,4,19,21,11,23,19,12,40,23,0,0,0,0,0,0,0
"CACNG2",307,352,518,393,301,172,673,429,711,265,50,20,126,104,53,52,34
"CACNG3",56,160,279,236,254,237,717,158,194,57,138,173,550,433,181,202,337
"CACNG4",1776,4836,9088,9111,4960,6531,11898,6022,11549,4291,104,23,242,280,124,250,106
"CACNG5",94,289,447,280,133,41,216,289,501,333,6,4,15,10,12,15,11
"CACNG6",1,9,6,20,6,6,4,5,15,9,3,0,0,0,0,0,0
"CACNG7",267,982,1651,1726,1208,1407,2015,1214,1846,791,435,368,467,721,408,197,245
"CACNG8",2092,1361,2752,2579,1939,1463,1785,2051,3516,1623,288,256,845,624,423,702,638
"CACTIN",312,330,622,544,280,430,550,367,1121,359,719,733,767,1056,796,1468,1536
"CACTIN-AS1",0,6,3,9,1,9,7,3,3,1,3,2,4,2,0,3,4
"CACUL1",604,695,1280,1143,1039,1415,1601,1250,2234,1325,1599,1123,1444,2387,1730,776,1527
"CACYBP",192,310,536,381,267,459,647,470,912,354,659,922,1501,1094,1220,539,875
"CACYBPP1",0,0,1,1,1,0,0,1,2,3,1,0,4,3,1,0,4
"CACYBPP2",1,7,17,6,5,2,7,3,17,2,9,22,27,13,18,4,15
"CACYBPP3",0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0
"CAD",324,862,1184,1155,809,1105,934,1234,1883,826,904,940,812,1344,1075,474,996
"CADM1",2346,2918,5157,5193,4062,6032,7322,4375,8581,3815,2979,3154,4675,4459,3501,1061,2284
"CADM2",3194,5185,8282,8364,11068,15983,16243,6996,12398,5655,1663,3927,3713,3752,2328,1544,1683
"CADM2-AS1",0,0,0,2,1,0,0,3,0,0,0,0,2,0,1,0,1
"CADM2-AS2",0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0
"CADM3",1439,1875,2870,3291,4721,4292,6667,2142,2413,1400,389,645,1453,1560,708,375,804
"CADM3-AS1",6,8,10,36,36,25,31,25,28,28,8,3,7,14,10,12,8
"CADM4",1627,2878,4693,5312,4296,6594,8321,3428,5513,2060,2342,3271,3469,6321,2641,1165,1814
"CADPS",2758,3046,4766,4579,2991,4049,4829,5554,8854,4435,824,1167,2031,3397,1329,1788,1816
"CADPS2",308,426,703,697,390,470,1179,735,1109,745,148,121,317,358,178,218,234
"CAGE1",9,7,5,13,1,10,10,2,10,2,8,2,6,11,2,0,11
"CAHM",84,140,214,184,180,321,359,175,419,177,471,467,416,962,636,278,816
"CALB1",22,20,96,64,44,72,203,27,38,18,41,61,165,166,68,61,190
"CALB2",2,5,35,24,65,113,128,12,41,13,13,13,59,74,30,88,137
"CALCA",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CALCB",6,5,11,7,3,6,6,9,15,8,0,1,2,4,2,1,3
"CALCOCO1",3468,2066,3686,2704,1995,2244,2425,3083,5814,2666,4177,3990,4094,4592,4939,6429,5339
"CALCOCO2",780,556,1274,767,547,489,777,1075,2489,1286,1440,1231,1823,1423,1984,3388,2542
"CALCP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALCR",0,1,0,2,3,1,3,1,0,1,0,1,0,0,0,0,8
"CALCRL",454,1033,1915,1415,685,1934,2170,1578,1742,1448,18,8,53,50,41,24,38
"CALD1",8834,2028,4563,3066,2185,1628,2612,3671,11492,3804,5357,4375,5339,8657,8514,33870,18211
"CALHM1",2,4,6,12,0,1,13,5,3,0,9,5,30,13,7,0,6
"CALHM2",10,1,13,12,3,9,9,3,5,2,9,3,27,28,8,7,6
"CALHM3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CALHM4",0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0
"CALHM5",0,2,2,5,2,4,11,2,1,2,7,11,15,38,26,3,6
"CALHM6",1,1,8,1,1,5,1,1,2,2,4,4,3,2,4,8,4
"CALM1",2619,3762,6467,6063,5457,9736,12881,5228,10064,3657,7197,8351,13530,13340,9480,5535,8541
"CALM1P1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALM1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALM2",1765,1809,3908,2342,2129,3541,4169,2669,5163,2245,6448,4293,8507,7476,6074,3789,5357
"CALM2P1",0,0,0,0,0,1,0,0,0,0,3,1,2,2,8,4,12
"CALM2P2",6,7,5,3,7,3,2,2,4,2,2,6,5,12,4,1,4
"CALM2P3",0,0,3,1,6,2,3,1,1,1,6,2,2,3,2,6,7
"CALM2P4",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"CALM3",1540,1552,2506,2295,1697,3370,5643,1486,4250,1075,1457,2442,3802,4791,2354,2350,3163
"CALML3",0,0,0,0,0,0,3,0,0,0,0,1,0,6,1,0,2
"CALML3-AS1",0,2,4,6,3,17,14,4,3,2,3,1,15,12,8,3,2
"CALML4",25,10,8,4,17,10,13,13,11,19,14,9,9,9,13,9,12
"CALML5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALML6",5,6,7,6,7,2,8,1,8,7,5,3,1,6,4,0,5
"CALN1",40,141,203,274,406,629,748,160,171,161,328,183,316,304,155,105,252
"CALR",1783,5747,9381,10412,7992,13003,15483,6065,7350,2919,2914,7012,7644,12120,4818,2088,4837
"CALR3",0,0,2,1,0,0,0,0,1,2,0,1,3,0,0,0,0
"CALR4P",0,0,0,3,0,3,2,2,7,0,16,20,61,21,36,48,41
"CALU",603,787,1391,1291,1121,1893,2083,1132,1827,733,1105,1509,1497,2204,1291,619,1142
"CALY",16,45,88,107,199,252,337,35,67,53,57,41,175,187,74,68,173
"CAMK1",94,204,337,294,195,252,443,300,439,180,85,74,230,229,90,128,158
"CAMK1D",355,678,1071,1096,972,1351,1937,908,1290,682,166,137,550,416,137,207,265
"CAMK1G",11,45,59,63,25,25,107,39,51,18,56,20,190,192,53,59,80
"CAMK2A",360,578,958,1046,876,1005,2636,536,653,417,761,723,2186,2084,752,654,844
"CAMK2B",286,611,812,903,798,1129,2061,590,951,607,412,412,1126,1363,471,504,698
"CAMK2D",533,1013,1597,1701,1630,2414,2796,1321,1970,1316,1106,856,1171,2086,969,446,788
"CAMK2G",1012,1293,2592,1860,1071,1228,2083,2054,3249,2009,532,439,870,899,621,522,726
"CAMK2N1",468,576,1067,766,421,879,1739,650,1604,545,2523,4288,5580,3808,4738,2258,3204
"CAMK2N2",35,121,221,271,180,245,306,124,271,73,38,37,62,138,26,43,39
"CAMK4",481,736,1342,1483,1176,1737,2359,1386,1914,917,323,338,986,759,357,213,410
"CAMKK1",77,74,116,151,39,117,290,66,139,70,120,93,280,287,112,152,177
"CAMKK2",259,526,674,794,549,923,1210,612,862,546,846,810,1138,1758,1142,547,829
"CAMKMT",69,139,257,178,171,176,186,216,276,199,400,336,384,634,585,118,314
"CAMKV",88,227,365,457,482,813,1049,179,329,178,218,247,552,807,178,209,299
"CAMLG",176,229,457,336,297,431,557,305,607,242,228,305,331,497,300,167,219
"CAMP",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMSAP1",1313,1198,2445,2039,1571,2268,2727,2073,4112,2010,1507,1449,2566,2683,2088,2233,3399
"CAMSAP2",3780,3535,7233,5851,5297,11842,8826,6420,16966,6535,2058,2242,3838,3916,3632,3095,4259
"CAMSAP3",193,413,703,713,518,560,753,586,1032,439,61,48,142,164,59,89,69
"CAMTA1",1278,1701,2929,2465,2110,2363,3008,2544,5053,2092,1532,1201,1634,2359,1890,1637,2032
"CAMTA1-DT",8,3,14,15,6,23,27,9,29,19,5,8,17,12,10,0,7
"CAMTA1-IT1",11,20,28,23,7,9,6,28,49,28,29,26,28,21,50,16,16
"CAMTA2",418,848,1371,1063,605,594,931,986,1860,792,1032,1024,1061,1689,1139,778,906
"CAND1",1359,1872,3407,2920,2821,4703,4765,3124,4467,2617,2562,2492,3399,5026,3496,1120,2275
"CAND2",318,567,944,809,548,592,846,803,1491,665,562,417,405,698,586,457,868
"CANT1",292,357,675,697,524,722,1007,472,796,330,878,960,1045,1499,1173,575,1313
"CANX",4330,5930,10225,10368,10803,17107,21717,6539,14146,5801,3804,6580,7144,9524,4887,2420,4022
"CAP1",249,449,1184,707,397,756,1202,669,1671,591,805,1040,2029,1556,1286,434,873
"CAP1P2",3,0,2,3,0,0,5,0,0,0,6,8,6,4,1,4,6
"CAP2",155,276,452,478,250,475,845,261,443,286,180,263,526,601,231,175,389
"CAP2P1",59,50,142,56,62,41,35,123,212,120,33,69,80,76,82,82,98
"CAPG",1,2,0,1,1,0,2,0,2,0,1,1,4,2,4,6,0
"CAPN1",63,251,389,494,436,617,738,300,763,241,49,49,117,178,63,99,113
"CAPN10",193,389,553,535,485,607,566,461,660,338,369,411,334,766,447,269,401
"CAPN10-AS1",102,140,130,172,81,117,220,126,157,118,244,249,124,327,129,23,140
"CAPN11",3,6,1,3,0,3,5,4,6,2,0,0,9,4,0,1,2
"CAPN12",1,2,11,8,7,4,13,7,10,5,15,9,16,38,10,2,24
"CAPN13",1,0,8,8,11,4,5,7,8,6,319,308,434,575,559,190,380
"CAPN14",12,19,30,28,10,20,22,30,21,23,15,6,55,43,33,12,17
"CAPN15",224,685,1242,983,533,565,552,726,1379,459,560,661,574,1176,678,388,358
"CAPN2",1601,1782,3300,2701,1651,1958,2910,2983,5752,3076,1590,1606,1754,2382,2082,1941,2519
"CAPN3",36,59,118,56,29,23,28,97,117,82,1528,2025,2130,1933,1709,416,797
"CAPN5",380,935,1437,1397,886,988,1447,1203,1955,1419,76,46,136,228,71,82,127
"CAPN6",0,0,1,8,2,1,3,0,6,5,0,0,0,0,0,2,2
"CAPN7",1293,919,1657,1434,1360,1683,1877,1726,2579,2122,1562,1266,1672,2046,1692,423,1205
"CAPN8",1,0,28,2,4,4,1,0,4,4,2,1,29,4,4,4,1
"CAPN9",0,0,5,5,3,2,0,2,6,9,80,119,46,201,181,33,193
"CAPNS1",98,350,432,504,259,330,572,347,422,192,807,754,785,1296,556,188,332
"CAPNS1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAPNS2",3,8,33,21,18,7,19,26,32,20,33,37,92,81,81,35,57
"CAPRIN1",1130,1572,3182,2363,1839,3368,3846,2700,4719,2183,2522,2756,4048,4862,3830,1624,2788
"CAPRIN2",1370,1511,2651,2139,1533,1811,2008,2806,5185,3311,1373,1064,1764,2359,1938,1838,2396
"CAPS",77,146,220,173,105,85,123,147,244,119,471,375,334,557,415,178,240
"CAPS2",569,481,1004,635,599,631,841,913,1313,991,642,460,738,717,705,196,474
"CAPSL",3,1,0,2,1,0,0,0,0,0,3,0,0,0,1,2,1
"CAPZA1",263,456,783,597,618,867,983,685,1161,686,858,723,1040,1400,1014,280,650
"CAPZA2",461,455,900,711,662,1069,1826,644,1129,694,399,468,694,823,579,223,573
"CAPZA3",0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,1,0
"CAPZB",377,808,1502,1007,678,747,1514,1077,1959,1108,1072,1078,1317,1695,1319,721,1174
"CARD10",10,10,22,32,58,55,49,6,30,8,0,4,2,4,0,8,4
"CARD11",0,5,9,6,4,9,5,7,4,1,6,0,16,9,8,16,5
"CARD14",7,14,26,22,8,11,11,15,27,17,77,61,44,87,72,31,69
"CARD16",0,0,1,1,7,11,10,1,2,0,1,0,5,7,0,2,11
"CARD17",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
"CARD18",0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0
"CARD19",142,170,310,266,203,175,376,229,342,198,229,188,250,440,196,73,208
"CARD6",3,2,5,1,5,1,9,6,11,0,27,23,51,79,44,45,22
"CARD8",465,655,1165,886,851,875,907,1153,1973,1104,910,875,939,1232,1154,480,886
"CARD8-AS1",4,4,6,4,3,3,7,6,15,2,8,1,15,4,2,2,5
"CARD9",3,6,16,13,14,11,17,10,11,31,17,20,22,37,30,47,183
"CARF",390,496,915,799,639,784,915,914,1523,943,1232,1142,1419,2131,1632,483,1078
"CARHSP1",171,151,207,236,199,239,211,168,322,151,474,579,460,973,482,175,397
"CARM1",161,480,736,658,457,553,700,553,867,462,442,371,432,623,553,254,468
"CARM1P1",0,2,3,1,0,0,0,1,3,0,2,0,1,6,1,1,0
"CARMIL1",115,163,327,372,593,492,720,226,454,352,179,72,559,474,271,267,345
"CARMIL2",14,11,39,34,22,43,82,32,47,9,28,33,66,62,28,23,54
"CARMIL3",277,761,1167,1439,777,900,927,1021,1333,773,72,46,148,177,79,119,107
"CARMN",1,6,12,7,12,30,12,7,13,3,3,2,29,10,8,39,21
"CARNMT1",318,325,707,495,323,545,758,572,1199,579,242,318,588,456,401,455,572
"CARNS1",216,193,490,212,27,67,397,652,635,144,24507,28489,26875,50246,31667,15691,25886
"CARS",599,637,1177,973,790,1065,1305,968,2225,1055,1178,1386,1427,1998,1707,995,1713
"CARS-AS1",0,1,1,7,2,2,1,0,0,0,1,0,2,4,0,0,1
"CARS2",217,459,848,704,641,899,697,687,1397,688,824,796,862,1397,1018,447,743
"CARSP1",0,1,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0
"CARSP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CARTPT",0,6,8,3,65,64,71,6,6,5,11,6,19,20,4,1,6
"CASC1",42,31,58,29,26,33,39,31,111,50,20,10,34,15,17,20,17
"CASC10",87,129,292,199,137,183,279,197,236,175,7,10,35,39,29,9,10
"CASC11",6,2,1,4,0,7,1,0,4,5,0,0,0,2,1,3,0
"CASC15",1480,1227,1937,1241,472,539,1259,1763,2828,2232,286,296,686,458,297,181,245
"CASC16",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"CASC17",0,0,8,3,29,17,13,13,18,18,1,0,1,3,1,0,0
"CASC18",0,2,2,4,3,0,2,1,0,3,2,3,19,5,1,0,3
"CASC19",0,4,1,2,4,3,6,1,0,0,0,0,0,1,1,1,1
"CASC2",63,49,96,83,82,111,90,107,126,115,78,64,148,108,98,25,118
"CASC20",0,1,3,0,1,2,0,5,2,1,0,0,0,2,0,0,1
"CASC22",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CASC23",0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0
"CASC3",1622,1200,2671,1844,1367,1711,1968,2128,6080,2032,2618,2571,3176,3409,4153,8895,7034
"CASC4",1480,1620,2749,2477,2383,3494,4376,2277,4310,2243,1757,1873,2667,2851,2736,1759,2206
"CASC4P1",48,15,52,23,35,18,16,36,147,82,25,13,14,12,9,34,38
"CASC6",0,1,0,2,0,2,3,0,2,0,0,0,0,0,0,2,1
"CASC8",0,3,2,3,0,6,1,1,3,1,0,0,0,0,0,0,1
"CASC9",0,3,11,1,2,15,0,0,2,0,1,0,8,0,1,0,0
"CASD1",1122,1309,2380,1935,2318,3368,3441,2162,3342,2489,2232,2062,2352,3645,2871,934,2103
"CASK",2753,8416,15035,14596,12960,16990,22722,13827,18847,8692,937,842,1590,1897,1237,708,1107
